collision_id
4269445
4267699
4268937
4270271
4268926
4267638
4267574
4267926
4270122
4268019
4274400
4267687
4268081
4267644
4268485
4267602
4267812
4381191
4268789
4381371
4267894
4267590
4267797
4268969
4267996
4267681
4267767
4267716
4267754
4267567
4267769
4267674
4267710
4267946
4267756
4268243
4267643
4267475
4267611
4271162
4268119
4267793
4267440
4267947
4267758
4268162
4267773
4267540
4268003
4268254
4267738
4268011
4267808
4267561
4267932
4267742
4270827
4267988
4268790
4267705
4268208
4267930
4267538
4271424
4267785
4267872
4267672
4267627
4273203
4269536
4269808
4267844
4268112
4267913
4270028
4267670
4267764
4267744
4267457
4267802
4267442
4267922
4268050
4267763
4268430
4271285
4267918
4267655
4267541
4268364
4267979
4270597
4267840
4267921
4267659
4268056
4269230
4269580
4268376
4267648
4267423
4267722
4268326
4267730
4270296
4268220
4268145
4267640
4268059
4267702
4267770
4268335
4267940
4267580
4267694
4268083
4267781
4381300
4267563
4267591
4267954
4269269
4267759
4267766
4268309
4381101
4268289
4267564
4267680
4267474
4268639
4267510
4267755
4273411
4363648
4267565
4267881
4267641
4267675
4267714
4268274
4269889
4267902
4267619
4267814
4267617
4267537
4267571
4267642
4267662
4268049
4267671
4269185
4267771
4267683
4267616
4267620
4267607
4267626
4267592
4268641
4273656
4267690
4267891
4270771
4267836
4267776
4267691
4267713
4267719
4267605
4268200
4267686
4269342
4270278
4269186
4271401
4267478
4267596
4273458
4268306
4267613
4267703
4267434
4267479
4267878
4267821
4267929
4267777
4267501
4267871
4267752
4269449
4268230
4268237
4267560
4267584
4380838
4271400
4267633
4268297
4267441
4269376
4268033
4268086
4267737
4267548
4272938
4268424
4269213
4269217
4267595
4267667
4267786
4277418
4267955
4268199
4380739
4268128
4272933
4267765
4267666
4271419
4267682
4267879
4267628
4267630
4267791
4268382
4267601
4269310
4267634
4267739
4267892
4267701
4268311
4267669
4267623
4267735
4273247
4267718
4268020
4267803
4268334
4274324
4268300
4268722
4267511
4267658
4269502
4267937
4267462
4267575
4267693
4267449
4269341
4267568
4267889
4268496
4267518
4267876
4267901
4267637
4267783
4272525
4267890
4267760
4267625
4267778
4267505
4268111
4276712
4269538
4268290
4268058
4268027
4270302
4267549
4268480
4267661
4267792
4267706
4267993
4267679
4269862
4268084
4268871
4267712
4267796
4268007
4267711
4267762
4271702
4268707
4267779
4381071
4268352
4380835
4267609
4269170
4268150
4267629
4268046
4267870
4268088
4268023
4268061
4267893
4267610
4267916
4267688
4267846
4268075
4267784
4267482
4271583
4267656
4267698
4268117
4268477
4268282
4267865
4270000
4267960
4269438
4268381
4268285
4268987
4268253
4271207
4268017
4268036
4297925
4268821
4270770
4267997
4267904
4268314
4268057
4267967
4268169
4268232
4268467
4268725
4268216
4268087
4268397
4268064
4268068
4267914
4268129
4268089
4268269
4268010
4268097
4268702
4269411
4268066
4268159
4269401
4268361
4270097
4268974
4268163
4268167
4269343
4269256
4268191
4268004
4268257
4268460
4270617
4269203
4270294
4270280
4269093
4267880
4268303
4268738
4268170
4271356
4268796
4268466
4269171
4269657
4268118
4268367
4268706
